Date,Open,High,Low,Close,Volume
2016-07-14,55.189998626708984,55.369998931884766,54.560001373291016,54.880001068115234,6601500.0
2016-07-15,54.86000061035156,54.86000061035156,54.16999816894531,54.75,10236900.0
2016-07-18,55.13999938964844,55.650001525878906,54.97999954223633,55.349998474121094,9225900.0
2016-07-19,55.72999954223633,55.900001525878906,54.95000076293945,55.13999938964844,8164200.0
2016-07-20,55.36000061035156,55.95000076293945,55.040000915527344,55.81999969482422,17204300.0
2016-07-21,59.79999923706055,60.470001220703125,59.130001068115234,59.93000030517578,33912300.0
2016-07-22,60.209999084472656,61.18000030517578,59.83000183105469,61.150001525878906,12505700.0
2016-07-25,60.959999084472656,60.970001220703125,60.150001525878906,60.72999954223633,9166200.0
2016-07-26,61.0,61.5,60.77000045776367,61.349998474121094,11272600.0
2016-07-27,61.81999969482422,62.65999984741211,61.650001525878906,62.5099983215332,13395100.0
2016-07-28,62.439998626708984,62.790000915527344,62.16999816894531,62.43000030517578,8514200.0
2016-07-29,62.599998474121094,62.81999969482422,62.2400016784668,62.58000183105469,8291000.0
2016-08-01,62.369998931884766,62.400001525878906,61.58000183105469,61.849998474121094,14606200.0
2016-08-02,61.7400016784668,61.95000076293945,60.02000045776367,60.599998474121094,14732800.0
2016-08-03,60.59000015258789,61.11000061035156,60.5,61.0099983215332,6448200.0
2016-08-04,61.11000061035156,61.22999954223633,60.72999954223633,60.97999954223633,5169600.0
2016-08-05,61.52000045776367,62.11000061035156,61.27000045776367,62.0,8320700.0
2016-08-08,62.04999923706055,62.189998626708984,61.369998931884766,61.58000183105469,8410600.0
2016-08-09,61.90999984741211,62.439998626708984,61.83000183105469,61.9900016784668,5350300.0
2016-08-10,62.0,62.15999984741211,61.439998626708984,61.709999084472656,3836200.0
2016-08-11,61.88999938964844,62.15999984741211,61.66999816894531,61.7400016784668,4988300.0
2016-08-12,61.540000915527344,61.9900016784668,61.279998779296875,61.709999084472656,4947700.0
2016-08-15,61.79999923706055,62.4900016784668,61.79999923706055,62.43000030517578,6499000.0
2016-08-16,62.08000183105469,62.5,61.7599983215332,62.06999969482422,7650600.0
2016-08-17,62.220001220703125,62.400001525878906,61.790000915527344,62.279998779296875,6812400.0
2016-08-18,62.349998474121094,63.040000915527344,62.18000030517578,63.040000915527344,7935900.0
2016-08-19,62.61000061035156,62.84000015258789,62.0099983215332,62.7599983215332,7093000.0
2016-08-22,62.70000076293945,62.869998931884766,62.349998474121094,62.83000183105469,5720900.0
2016-08-23,63.0,63.689998626708984,62.83000183105469,63.09000015258789,5970600.0
2016-08-24,62.91999816894531,63.2400016784668,62.470001220703125,62.61000061035156,6902400.0
2016-08-25,62.66999816894531,62.959999084472656,62.58000183105469,62.63999938964844,4916700.0
2016-08-26,62.88999938964844,63.5099983215332,62.650001525878906,62.970001220703125,7255600.0
2016-08-29,62.41999816894531,63.09000015258789,62.369998931884766,62.97999954223633,5354700.0
2016-08-30,63.0,63.5099983215332,62.709999084472656,62.939998626708984,5047600.0
2016-08-31,62.97999954223633,63.119998931884766,62.529998779296875,63.06999969482422,6516600.0
2016-09-01,62.869998931884766,63.5,62.5099983215332,63.470001220703125,6906300.0
2016-09-02,63.529998779296875,63.70000076293945,63.09000015258789,63.349998474121094,6325900.0
2016-09-05,63.529998779296875,63.70000076293945,63.09000015258789,63.349998474121094,6325900.0
2016-09-06,63.119998931884766,63.38999938964844,62.880001068115234,63.09000015258789,5603000.0
2016-09-07,63.189998626708984,63.25,62.31999969482422,62.43000030517578,6281600.0
2016-09-08,62.029998779296875,62.810001373291016,62.0099983215332,62.689998626708984,7698100.0
2016-09-09,62.0099983215332,62.290000915527344,60.5,60.52000045776367,10625600.0
2016-09-12,60.22999954223633,62.27000045776367,59.93000030517578,62.25,10158600.0
2016-09-13,61.81999969482422,62.20000076293945,60.939998626708984,61.290000915527344,8397100.0
2016-09-14,61.290000915527344,61.95000076293945,61.040000915527344,61.59000015258789,5982400.0
2016-09-15,61.95000076293945,62.66999816894531,61.54999923706055,62.540000915527344,8871200.0
2016-09-16,62.880001068115234,63.439998626708984,62.369998931884766,62.9900016784668,14677700.0
2016-09-19,63.130001068115234,63.38999938964844,62.7599983215332,62.86000061035156,6759900.0
2016-09-20,63.27000045776367,63.29999923706055,62.529998779296875,62.70000076293945,5471400.0
2016-09-21,63.099998474121094,63.63999938964844,62.90999984741211,63.56999969482422,7488600.0
2016-09-22,63.709999084472656,64.0,63.36000061035156,63.52000045776367,7895700.0
2016-09-23,63.0,63.56999969482422,62.66999816894531,62.75,7794700.0
