date,action_id,action_type,ratio,price,shares_traded,fee_paid,cash,holdings,total_assets
2017-05-29,5,BUY,0.62,57.52000045776367,0.0,2.2950317283343797e-78,4.548111263785228e-77,1541.3969273999005,88661.1519696378
2017-05-30,5,BUY,0.62,57.52000045776367,0.0,8.721120567670644e-79,1.7282822802383866e-77,1541.3969273999005,88661.1519696378
2017-05-31,5,BUY,0.62,57.34000015258789,0.0,3.314025815714844e-79,6.56747266490587e-78,1541.3969273999005,88383.7000523088
2017-06-01,5,BUY,0.62,57.27000045776367,0.0,1.259329809971641e-79,2.495639612664231e-78,1541.3969273999005,88275.80273778782
2017-06-02,5,BUY,0.62,58.619998931884766,0.0,4.785453277892236e-80,9.483430528124077e-79,1541.3969273999005,90356.68623779263
2017-06-05,5,BUY,0.62,58.58000183105469,0.0,1.8184722455990496e-80,3.603703600687149e-79,1541.3969273999005,90295.03482946825
2017-06-06,5,BUY,0.62,58.86000061035156,0.0,6.910194533276389e-81,1.3694073682611167e-79,1541.3969273999005,90726.62408755216
2017-06-07,5,BUY,0.62,58.20000076293945,0.0,2.625873922645028e-81,5.203747999392243e-80,1541.3969273999005,89709.30235066674
2017-06-08,5,BUY,0.62,57.52999877929688,0.0,9.978320906051104e-82,1.9774242397690526e-80,1541.3969273999005,88676.56335172824
2017-06-09,5,BUY,0.62,58.119998931884766,0.0,3.79176194429942e-82,7.5142121111224e-81,1541.3969273999005,89585.98777409267
2017-06-12,5,BUY,0.62,57.04999923706055,0.0,1.4408695388337797e-82,2.8554006022265125e-81,1541.3969273999005,87936.69353217179
2017-06-13,5,BUY,0.62,57.4900016784668,0.0,5.475304247568365e-83,1.0850522288460746e-81,1541.3969273999005,88614.91194340384
2017-06-14,5,BUY,0.62,57.540000915527344,0.0,2.080615614075978e-83,4.1231984696150836e-82,1541.3969273999005,88691.98061378131
2017-06-15,5,BUY,0.62,57.0099983215332,0.0,7.906339333488717e-84,1.5668154184537317e-82,1541.3969273999005,87875.03624388477
2017-06-16,5,BUY,0.62,56.93000030517578,0.0,3.0044089467257124e-84,5.953898590124181e-83,1541.3969273999005,87751.72754727335
2017-06-19,5,BUY,0.62,56.81999969482422,0.0,1.1416753997557708e-84,2.2624814642471887e-83,1541.3969273999005,87582.17294446533
2017-06-20,5,BUY,0.62,57.61000061035156,0.0,4.3383665190719294e-85,8.597429564139317e-84,1541.3969273999005,88799.87792830229
2017-06-21,5,BUY,0.62,56.790000915527344,0.0,1.648579277247333e-85,3.2670232343729405e-84,1541.3969273999005,87535.93291823138
2017-06-22,5,BUY,0.62,56.33000183105469,0.0,6.2646012535398655e-86,1.2414688290617174e-84,1541.3969273999005,86826.89174281846
2017-06-23,5,BUY,0.62,56.470001220703125,0.0,2.380548476345149e-86,4.717581550434526e-85,1541.3969273999005,87042.68637186043
2017-06-26,5,BUY,0.62,56.90999984741211,0.0,9.046084210111566e-87,1.7926809891651198e-85,1541.3969273999005,87720.89890312983
2017-06-27,5,BUY,0.62,56.560001373291016,0.0,3.437511999842395e-87,6.812187758827455e-86,1541.3969273999005,87181.41233052492
2017-06-28,5,BUY,0.62,55.43000030517578,0.0,1.3062545599401099e-87,2.588631348354433e-86,1541.3969273999005,85439.6321561735
2017-06-29,5,BUY,0.62,56.15999984741211,0.0,4.963767327772418e-88,9.836799123746847e-87,1541.3969273999005,86564.85120757991
2017-06-30,5,BUY,0.62,55.08000183105469,0.0,1.886231584553519e-88,3.7379836670238018e-87,1541.3969273999005,84900.14558356859
2017-07-03,5,BUY,0.62,55.220001220703125,0.0,7.167680021303372e-89,1.4204337934690447e-87,1541.3969273999005,85115.94021261056
2017-07-04,5,BUY,0.62,54.95000076293945,0.0,2.7237184080952818e-89,5.39764841518237e-88,1541.3969273999005,84699.76233661706
2017-07-05,5,BUY,0.62,54.95000076293945,0.0,1.035012995076207e-89,2.0511063977693003e-88,1541.3969273999005,84699.76233661706
2017-07-06,5,BUY,0.62,55.45000076293945,0.0,3.933049381289587e-90,7.794204311523341e-89,1541.3969273999005,85470.46080031701
2017-07-07,5,BUY,0.62,54.790000915527344,0.0,1.4945587648900426e-90,2.9617976383788697e-89,1541.3969273999005,84453.13906343159
2017-07-10,5,BUY,0.62,55.34999847412109,0.0,5.679323306582162e-91,1.1254831025839705e-89,1541.3969273999005,85316.31757959942
2017-07-11,5,BUY,0.62,55.63999938964844,0.0,2.158142856501222e-91,4.276835789819088e-90,1541.3969273999005,85763.32409973645
2017-07-12,5,BUY,0.62,55.33000183105469,0.0,8.200942854704642e-92,1.6251976001312533e-90,1541.3969273999005,85285.49481541857
2017-07-13,5,BUY,0.62,56.20000076293945,0.0,3.116358284787764e-92,6.175750880498761e-91,1541.3969273999005,86626.50849586693
2017-07-14,5,BUY,0.62,56.22999954223633,0.0,1.1842161482193502e-92,2.3467853345895294e-91,1541.3969273999005,86672.74852210088
2017-07-17,5,BUY,0.62,56.810001373291016,0.0,4.500021363233531e-93,8.917784271440213e-92,1541.3969273999005,87566.7615623749
2017-07-18,5,BUY,0.62,56.459999084472656,0.0,1.710008118028742e-93,3.388758023147281e-92,1541.3969273999005,87027.26910980734
2017-07-19,5,BUY,0.62,56.290000915527344,0.0,6.498030848509219e-94,1.2877280487959665e-92,1541.3969273999005,86765.23445453144
2017-07-20,5,BUY,0.62,56.77999877929688,0.0,2.469251722433503e-94,4.8933665854246735e-93,1541.3969273999005,87520.51565617832
2017-07-21,5,BUY,0.62,53.970001220703125,0.0,9.383156545247311e-95,1.859479302461376e-93,1541.3969273999005,83189.19405336068
2017-07-24,5,BUY,0.62,53.84000015258789,0.0,3.5655994871939785e-95,7.06602134935323e-94,1541.3969273999005,82988.81080640915
2017-07-25,5,BUY,0.62,53.220001220703125,0.0,1.354927805133712e-95,2.685088112754227e-94,1541.3969273999005,82033.14635781075
2017-07-26,5,BUY,0.62,53.27000045776367,0.0,5.148725659508106e-96,1.0203334828466063e-94,1541.3969273999005,82110.21502818822
2017-07-27,5,BUY,0.62,53.13999938964844,0.0,1.95651575061308e-96,3.8772672348171035e-95,1541.3969273999005,81909.83178123669
2017-07-28,5,BUY,0.62,52.4900016784668,0.0,7.434759852329704e-97,1.4733615492304993e-95,1541.3969273999005,80907.92730640434
2017-07-31,5,BUY,0.62,52.880001068115234,0.0,2.8252087438852875e-97,5.5987738870758974e-96,1541.3969273999005,81509.07116729628
2017-08-01,5,BUY,0.62,53.18999862670898,0.0,1.0735793226764091e-97,2.127534077088841e-96,1541.3969273999005,81986.90045161414
2017-08-02,5,BUY,0.62,53.40999984741211,0.0,4.079601426170355e-98,8.084629492937597e-97,1541.3969273999005,82326.00965723018
2017-08-03,5,BUY,0.62,53.16999816894531,0.0,1.5502485419447348e-98,3.072159207316287e-97,1541.3969273999005,81956.07180747064
2017-08-04,5,BUY,0.62,52.95000076293945,0.0,5.890944459389994e-99,1.1674204987801893e-97,1541.3969273999005,81616.96848181725
2017-08-07,5,BUY,0.62,52.619998931884766,0.0,2.2385588945681976e-99,4.4361978953647197e-98,1541.3969273999005,81108.30467339323
2017-08-08,5,BUY,0.62,52.70000076293945,0.0,8.506523799359154e-100,1.6857552002385934e-98,1541.3969273999005,81231.61924996729
2017-08-09,5,BUY,0.62,52.290000915527344,0.0,3.232479043756478e-100,6.405869760906655e-99,1541.3969273999005,80599.64674493183
2017-08-10,5,BUY,0.62,52.77000045776367,0.0,1.2283420366274614e-100,2.434230509144529e-99,1541.3969273999005,81339.51656448827
2017-08-11,5,BUY,0.62,52.34000015258789,0.0,4.6676997391843544e-101,9.25007593474921e-100,1541.3969273999005,80676.7154153093
2017-08-14,5,BUY,0.62,52.720001220703125,0.0,1.7737259008900546e-101,3.5150288552047005e-100,1541.3969273999005,81262.4478941108
2017-08-15,5,BUY,0.62,53.54999923706055,0.0,6.740158423382209e-102,1.3357109649777862e-100,1541.3969273999005,82541.80428627215
2017-08-16,5,BUY,0.62,53.869998931884766,0.0,2.5612602008852396e-102,5.075701666915587e-101,1541.3969273999005,83035.0508326431
2017-08-17,5,BUY,0.62,53.310001373291016,0.0,9.732788763363908e-103,1.9287666334279232e-101,1541.3969273999005,82171.87231647524
2017-08-18,5,BUY,0.62,52.27000045776367,0.0,3.6984597300782855e-103,7.329313207026109e-102,1541.3969273999005,80568.81810078831
2017-08-21,5,BUY,0.62,51.91999816894531,0.0,1.4054146974297487e-103,2.7851390186699214e-102,1541.3969273999005,80029.32564822077
2017-08-22,5,BUY,0.62,51.97999954223633,0.0,5.3405758502330454e-104,1.0583528270945701e-102,1541.3969273999005,80121.81158065131
2017-08-23,5,BUY,0.62,52.34999847412109,0.0,2.029418823088557e-104,4.021740742959367e-103,1541.3969273999005,80692.12679739972
2017-08-24,5,BUY,0.62,52.22999954223633,0.0,7.711791527736519e-105,1.5282614823245594e-103,1541.3969273999005,80507.16081250129
2017-08-25,5,BUY,0.62,52.4900016784668,0.0,2.930480780539877e-105,5.807393632833326e-104,1541.3969273999005,80907.92730640434
2017-08-28,5,BUY,0.62,52.02999877929688,0.0,1.113582696605153e-105,2.2068095804766636e-104,1541.3969273999005,80198.8802510288
2017-08-29,5,BUY,0.62,51.810001373291016,0.0,4.231614247099582e-106,8.385876405811321e-105,1541.3969273999005,79859.7769253754
2017-08-30,5,BUY,0.62,51.810001373291016,0.0,1.6080134138978408e-106,3.1866330342083022e-105,1541.3969273999005,79859.7769253754
2017-08-31,5,BUY,0.62,52.119998931884766,0.0,6.110450972811795e-107,1.210920552999155e-105,1541.3969273999005,80337.60620969327
2017-09-01,5,BUY,0.62,52.27000045776367,0.0,2.321971369668483e-107,4.601498101396789e-106,1541.3969273999005,80568.81810078831
2017-09-04,5,BUY,0.62,52.04999923706055,0.0,8.823491204740235e-108,1.7485692785307799e-106,1541.3969273999005,80229.7088951723
2017-09-05,5,BUY,0.62,52.04999923706055,0.0,3.352926657801289e-108,6.644563258416964e-107,1541.3969273999005,80229.7088951723
2017-09-06,5,BUY,0.62,50.02999877929688,0.0,1.2741121299644899e-108,2.5249340381984462e-107,1541.3969273999005,77116.08639622899
2017-09-07,5,BUY,0.62,50.45000076293945,0.0,4.841626093865062e-109,9.594749345154096e-108,1541.3969273999005,77763.47616331751
2017-09-08,5,BUY,0.62,50.380001068115234,0.0,1.8398179156687237e-109,3.646004751158556e-108,1541.3969273999005,77655.57884879653
2017-09-11,5,BUY,0.62,49.63999938964844,0.0,6.991308079541149e-110,1.3854818054402512e-108,1541.3969273999005,76514.94253533703
2017-09-12,5,BUY,0.62,50.56999969482422,0.0,2.6566970702256365e-110,5.264830860672955e-109,1541.3969273999005,77948.44214821595
2017-09-13,5,BUY,0.62,50.900001525878906,0.0,1.0095448866857419e-110,2.000635727055723e-109,1541.3969273999005,78457.10595663999
2017-09-14,5,BUY,0.62,51.0099983215332,0.0,3.836270569405819e-111,7.602415762811748e-110,1541.3969273999005,78626.65467948536
2017-09-15,2,BUY,0.35750000000000004,51.47999954223633,0.0,8.405763820222267e-112,4.884552127606548e-110,1541.3969273999005,79351.11311695135
2017-09-18,5,BUY,0.62,52.18999862670898,0.0,9.366254595204308e-112,1.8561298084904882e-110,1541.3969273999005,80445.50352421425
2017-09-19,5,BUY,0.62,52.25,0.0,3.559176746177637e-112,7.053293272263856e-111,1541.3969273999005,80537.9894566448
2017-09-20,5,BUY,0.62,52.29999923706055,0.0,1.3524871635475024e-112,2.6802514434602653e-111,1541.3969273999005,80615.05812702226
2017-09-21,5,BUY,0.62,51.97999954223633,0.0,5.1394512214805084e-113,1.0184955485149008e-111,1541.3969273999005,80121.81158065131
2017-09-22,5,BUY,0.62,52.02999877929688,0.0,1.9529914641625933e-113,3.8702830843566227e-112,1541.3969273999005,80198.8802510288
2017-09-25,5,BUY,0.62,52.09000015258789,0.0,7.421367563817855e-114,1.4707075720555166e-112,1541.3969273999005,80291.36618345932
2017-09-26,5,BUY,0.62,51.619998931884766,0.0,2.8201196742507846e-114,5.588688773810963e-113,1541.3969273999005,79566.90774599332
2017-09-27,5,BUY,0.62,51.130001068115234,0.0,1.0716454762152979e-114,2.123701734048166e-113,1541.3969273999005,78811.62654434645
2017-09-28,5,BUY,0.62,51.54999923706055,0.0,4.072252809618133e-115,8.070066589383031e-114,1541.3969273999005,79459.01043147234
2017-09-29,5,BUY,0.62,51.75,0.0,1.5474560676548903e-115,3.066625303965552e-114,1541.3969273999005,79767.29099294485
2017-10-02,5,BUY,0.62,51.84000015258789,0.0,5.880333057088585e-116,1.1653176155069098e-114,1541.3969273999005,79906.01695160934
2017-10-03,5,BUY,0.62,51.880001068115234,0.0,2.2345265616936624e-116,4.428206938926257e-115,1541.3969273999005,79967.67423989638
2017-10-04,5,BUY,0.62,52.02000045776367,0.0,8.491200934435915e-117,1.6827186367919777e-115,1541.3969273999005,80183.46886893835
2017-10-05,5,BUY,0.62,51.959999084472656,0.0,3.226656355085648e-117,6.394330819809516e-116,1541.3969273999005,80090.98293650779
2017-10-06,5,BUY,0.62,52.34999847412109,0.0,1.2261294149325464e-117,2.429845711527616e-116,1541.3969273999005,80692.12679739972
2017-10-09,5,BUY,0.62,52.4900016784668,0.0,4.659291776743676e-118,9.233413703804939e-117,1541.3969273999005,80907.92730640434
2017-10-10,5,BUY,0.62,52.880001068115234,0.0,1.7705308751625965e-118,3.508697207445877e-117,1541.3969273999005,81509.07116729628
2017-10-11,5,BUY,0.62,53.869998931884766,0.0,6.728017325617867e-119,1.3333049388294333e-117,1541.3969273999005,83035.0508326431
2017-10-12,5,BUY,0.62,54.119998931884766,0.0,2.5566465837347896e-119,5.066558767551846e-118,1541.3969273999005,83420.40006449308
2017-10-13,5,BUY,0.62,53.0,0.0,9.715257018192201e-120,1.9252923316697015e-118,1541.3969273999005,81694.03715219472
2017-10-16,5,BUY,0.62,52.81999969482422,0.0,3.6917976669130354e-120,7.316110860344866e-119,1541.3969273999005,81416.58523486574
2017-10-17,5,BUY,0.62,52.380001068115234,0.0,1.4028831134269536e-120,2.7801221269310493e-119,1541.3969273999005,80738.37270359632
2017-10-18,5,BUY,0.62,52.40999984741211,0.0,5.330955831022424e-121,1.0564464082337987e-119,1541.3969273999005,80784.61272983027
2017-10-19,5,BUY,0.62,52.209999084472656,0.0,2.0257632157885212e-121,4.0144963512884355e-120,1541.3969273999005,80476.33216835777
2017-10-20,5,BUY,0.62,52.290000915527344,0.0,7.697900219996381e-122,1.5255086134896056e-120,1541.3969273999005,80599.64674493183
2017-10-23,5,BUY,0.62,52.02000045776367,0.0,2.925202083598625e-122,5.796932731260502e-121,1541.3969273999005,80183.46886893835
2017-10-24,5,BUY,0.62,53.38999938964844,0.0,1.1115767917674776e-122,2.2028344378789907e-121,1541.3969273999005,82295.18101308667
2017-10-25,5,BUY,0.62,54.25,0.0,4.223991808716415e-123,8.370770863940165e-122,1541.3969273999005,83620.7833114446
2017-10-26,5,BUY,0.62,53.84000015258789,0.0,1.6051168873122374e-123,3.180892928297263e-122,1541.3969273999005,82988.81080640915
2017-10-27,5,BUY,0.62,53.79999923706055,0.0,6.099444171786504e-124,1.2087393127529599e-122,1541.3969273999005,82927.15351812211
2017-10-30,5,BUY,0.62,54.56999969482422,0.0,2.3177887852788713e-124,4.593209388461248e-123,1541.3969273999005,84114.02985781556
2017-10-31,5,BUY,0.62,54.65999984741211,0.0,8.807597384059714e-125,1.7454195676152742e-123,1541.3969273999005,84252.75581648006
2017-11-01,5,BUY,0.62,51.0099983215332,0.0,3.346887005942691e-125,6.632594356938042e-124,1541.3969273999005,78626.65467948536
2017-11-02,5,BUY,0.62,53.459999084472656,0.0,1.2718170622582224e-125,2.5203858556364556e-124,1541.3969273999005,82403.07832760764
2017-11-03,5,BUY,0.62,54.84000015258789,0.0,4.832904836581245e-126,9.577466251418532e-125,1541.3969273999005,84530.20773380905
2017-11-06,5,BUY,0.62,61.810001373291016,0.0,1.8365038379008732e-126,3.6394371755390423e-125,1541.3969273999005,95273.74619937441
2017-11-07,5,BUY,0.62,62.52000045776367,0.0,6.978714584023318e-127,1.3829861267048362e-125,1541.3969273999005,96368.1366066373
2017-11-08,5,BUY,0.62,64.0999984741211,0.0,2.651911541928861e-127,5.255347281478378e-126,1541.3969273999005,98803.54069434856
2017-11-09,5,BUY,0.62,65.48999786376953,0.0,1.0077263859329672e-127,1.997031966961784e-126,1541.3969273999005,100946.08148264041
2017-11-10,2,BUY,0.35750000000000004,64.5999984741211,0.0,2.2080585407902197e-128,1.2830930387729461e-126,1541.3969273999005,99574.23915804851
2017-11-13,5,BUY,0.62,64.56999969482422,0.0,2.4603639712553397e-128,4.875753547337195e-127,1541.3969273999005,99527.99913181456
2017-11-14,2,BUY,0.35750000000000004,66.48999786376953,0.0,5.3909749273393226e-129,3.1326716541641474e-127,1541.3969273999005,102487.4784100403
2017-11-15,2,BUY,0.35750000000000004,66.0,0.0,3.463701390815514e-129,2.0127415378004646e-127,1541.3969273999005,101732.19720839344
2017-11-16,5,BUY,0.62,65.61000061035156,0.0,3.8594837735142925e-129,7.648417843641765e-128,1541.3969273999005,101131.0533475015
2017-11-17,2,BUY,0.35750000000000004,66.11000061035156,0.0,8.456626945676075e-130,4.914108464539834e-128,1541.3969273999005,101901.75181120145
2017-11-20,5,BUY,0.62,66.72000122070312,0.0,9.422929633035147e-130,1.867361216525137e-128,1541.3969273999005,102842.0048777094
2017-11-21,5,BUY,0.62,66.47000122070312,0.0,3.5807132605533556e-130,7.095972622795521e-129,1541.3969273999005,102456.65564585943
2017-11-22,5,BUY,0.62,66.66999816894531,0.0,1.3606710390102753e-130,2.6964695966622983e-129,1541.3969273999005,102764.9303273693
2017-11-23,5,BUY,0.62,68.12999725341797,0.0,5.170549948239045e-131,1.0246584467316735e-129,1541.3969273999005,105015.36843018212
2017-11-24,5,BUY,0.62,68.12999725341797,0.0,1.9648089803308378e-131,3.893702097580359e-130,1541.3969273999005,105015.36843018212
2017-11-27,5,BUY,0.62,68.91000366210938,0.0,7.466274125257184e-132,1.4796067970805366e-130,1541.3969273999005,106217.66791189129
2017-11-28,5,BUY,0.62,68.13999938964844,0.0,2.83718416759773e-132,5.622505828906039e-131,1541.3969273999005,105030.7856922352
2017-11-29,5,BUY,0.62,68.37999725341797,0.0,1.0781299836871372e-132,2.136552214984295e-131,1541.3969273999005,105400.7176620321
2017-11-30,5,BUY,0.62,66.5199966430664,0.0,4.096893938011122e-133,8.11889841694032e-132,1541.3969273999005,102533.71843627426
2017-12-01,5,BUY,0.62,66.33999633789062,0.0,1.5568196964442264e-133,3.0851813984373216e-132,1541.3969273999005,102256.26651894527
2017-12-04,5,BUY,0.62,65.48999786376953,0.0,5.9159148464880605e-134,1.172368931406182e-132,1541.3969273999005,100946.08148264041
2017-12-05,5,BUY,0.62,64.55999755859375,0.0,2.2480476416654626e-134,4.4550019393434915e-133,1541.3969273999005,99512.58186976149
2017-12-06,5,BUY,0.62,64.69000244140625,0.0,8.542581038328757e-135,1.6929007369505269e-133,1541.3969273999005,99712.97099667565
2017-12-07,5,BUY,0.62,64.9800033569336,0.0,3.246180794564927e-135,6.433022800412003e-134,1541.3969273999005,100159.97751681267
2017-12-08,5,BUY,0.62,65.2300033569336,0.0,1.2335487019346727e-135,2.444548664156561e-134,1541.3969273999005,100545.32674866264
2017-12-11,5,BUY,0.62,64.23999786376953,0.0,4.687485067351756e-136,9.289284923794932e-135,1541.3969273999005,99019.33532339052
2017-12-12,5,BUY,0.62,65.18000030517578,0.0,1.7812443255936676e-136,3.529928271042074e-135,1541.3969273999005,100468.25219832253
2017-12-13,5,BUY,0.62,64.86000061035156,0.0,6.768728437255936e-137,1.3413727429959882e-135,1541.3969273999005,99975.00565195156
2017-12-14,5,BUY,0.62,64.9000015258789,0.0,2.572116806157256e-137,5.097216423384755e-136,1541.3969273999005,100036.6629402386
2017-12-15,5,BUY,0.62,64.69999694824219,0.0,9.77404386339757e-138,1.936942240886207e-136,1541.3969273999005,99728.37649880345
2017-12-18,5,BUY,0.62,64.76000213623047,0.0,3.7141366680910766e-138,7.360380515367587e-137,1541.3969273999005,99820.86831119664
2017-12-19,5,BUY,0.62,65.37999725341797,0.0,1.4113719338746095e-138,2.7969445958396836e-137,1541.3969273999005,100776.5268798324
2017-12-20,5,BUY,0.62,64.5,0.0,5.3632133487235176e-139,1.0628389464190797e-137,1541.3969273999005,99420.10181729359
2017-12-21,5,BUY,0.62,64.5999984741211,0.0,2.038021072514936e-139,4.0387879963925025e-138,1541.3969273999005,99574.23915804851
2017-12-22,5,BUY,0.62,64.38999938964844,0.0,7.744480075556758e-140,1.534739438629151e-138,1541.3969273999005,99250.54721448557
2017-12-25,5,BUY,0.62,64.7300033569336,0.0,2.942902428711568e-140,5.832009866790773e-139,1541.3969273999005,99774.62828496269
2017-12-26,5,BUY,0.62,64.7300033569336,0.0,1.1183029229103959e-140,2.2161637493804936e-139,1541.3969273999005,99774.62828496269
2017-12-27,5,BUY,0.62,64.30000305175781,0.0,4.249551107059503e-141,8.421422247645875e-140,1541.3969273999005,99111.82713578372
2017-12-28,5,BUY,0.62,64.54000091552734,0.0,1.614829420682611e-141,3.2001404541054328e-140,1541.3969273999005,99481.75910558061
2017-12-29,5,BUY,0.62,64.37999725341797,0.0,6.136351798593922e-142,1.2160533725600645e-140,1541.3969273999005,99235.12995243249
2018-01-01,5,BUY,0.62,64.0199966430664,0.0,2.3318136834656904e-142,4.621002815728245e-141,1541.3969273999005,98680.22611777451
2018-01-02,5,BUY,0.62,64.0199966430664,0.0,8.860891997169623e-143,1.7559810699767334e-141,1541.3969273999005,98680.22611777451
2018-01-03,5,BUY,0.62,65.19999694824219,0.0,3.367138958924458e-143,6.672728065911587e-142,1541.3969273999005,100499.0749625034
2018-01-04,5,BUY,0.62,65.94000244140625,0.0,1.279512804391294e-143,2.535636665046403e-142,1541.3969273999005,101639.71715592554
2018-01-05,5,BUY,0.62,66.02999877929688,0.0,4.8621486566869165e-144,9.635419327176332e-143,1541.3969273999005,101778.43723462739
2018-01-08,5,BUY,0.62,66.47000122070312,0.0,1.8476164895410286e-144,3.661459344327006e-143,1541.3969273999005,102456.65564585943
2018-01-09,5,BUY,0.62,66.2699966430664,0.0,7.020942660255908e-145,1.3913545508442625e-143,1541.3969273999005,102148.36920442428
2018-01-10,5,BUY,0.62,65.2699966430664,0.0,2.6679582108972453e-145,5.287147293208198e-144,1541.3969273999005,100606.97227702438
2018-01-11,5,BUY,0.62,65.26000213623047,0.0,1.0138241201409533e-145,2.0091159714191154e-144,1541.3969273999005,100591.5667748966
2018-01-12,5,BUY,0.62,65.43000030517578,0.0,3.852531656535623e-146,7.634640691392639e-145,1541.3969273999005,100853.60143017251
2018-01-15,5,BUY,0.62,65.37999725341797,0.0,1.4639620294835367e-146,2.9011634627292028e-145,1541.3969273999005,100776.5268798324
2018-01-16,5,BUY,0.62,65.37999725341797,0.0,5.563055712037442e-147,1.102442115837097e-145,1541.3969273999005,100776.5268798324
2018-01-17,5,BUY,0.62,68.25,0.0,2.1139611705742272e-147,4.189280040180969e-146,1541.3969273999005,105200.3402950432
2018-01-18,5,BUY,0.62,68.0199966430664,0.0,8.033052448182062e-148,1.5919264152687682e-146,1541.3969273999005,104845.8138273741
2018-01-19,5,BUY,0.62,68.05000305175781,0.0,3.0525599303091844e-148,6.049320378021319e-147,1541.3969273999005,104892.06561353334
2018-01-22,5,BUY,0.62,68.04000091552734,0.0,1.15997277351749e-148,2.2987417436481012e-147,1541.3969273999005,104876.64835148027
2018-01-23,5,BUY,0.62,68.66999816894531,0.0,4.407896539366462e-149,8.735218625862786e-148,1541.3969273999005,105847.7241821691
2018-01-24,5,BUY,0.62,68.33999633789062,0.0,1.6750006849592557e-149,3.319383077827859e-148,1541.3969273999005,105339.06037374506
2018-01-25,5,BUY,0.62,67.9800033569336,0.0,6.365002602845172e-150,1.2613655695745863e-148,1541.3969273999005,104784.16829901237
2018-01-26,5,BUY,0.62,67.41999816894531,0.0,2.4187009890811654e-150,4.793189164383428e-149,1541.3969273999005,103920.97802291923
2018-01-29,5,BUY,0.62,68.52999877929688,0.0,9.191063758508429e-151,1.8214118824657029e-149,1541.3969273999005,105631.92955312713
2018-01-30,5,BUY,0.62,67.31999969482422,0.0,3.4926042282332034e-151,6.921365153369671e-150,1541.3969273999005,103766.84068216429
2018-01-31,5,BUY,0.62,66.98999786376953,0.0,1.3271896067286174e-151,2.630118758280475e-150,1541.3969273999005,103258.17687374026
2018-02-01,5,BUY,0.62,68.25,0.0,5.043320505568746e-152,9.994451281465806e-151,1541.3969273999005,105200.3402950432
2018-02-02,5,BUY,0.62,66.80000305175781,0.0,1.9164617921161238e-152,3.7978914869570063e-151,1541.3969273999005,102965.31945428347
2018-02-05,5,BUY,0.62,66.06999969482422,0.0,7.28255481004127e-153,1.4431987650436624e-151,1541.3969273999005,101840.09452291441
2018-02-06,5,BUY,0.62,61.72999954223633,0.0,2.767370827815682e-153,5.4841553071659176e-152,1541.3969273999005,95150.43162280034
2018-02-07,5,BUY,0.62,64.4000015258789,0.0,1.0516009145699595e-153,2.0839790167230486e-152,1541.3969273999005,99265.96447653865
2018-02-08,5,BUY,0.62,65.04000091552734,0.0,3.996083475365846e-154,7.919120263547585e-153,1541.3969273999005,100252.45756928057
2018-02-09,5,BUY,0.62,62.41999816894531,0.0,1.5185117206390215e-154,3.009265700148083e-153,1541.3969273999005,96213.99338591972
2018-02-12,2,BUY,0.35750000000000004,63.9900016784668,0.0,3.3272551169163086e-155,1.933453212345143e-153,1541.3969273999005,98633.9919715032
2018-02-13,5,BUY,0.62,65.66000366210938,0.0,3.7074463659401707e-155,7.347122206911543e-154,1541.3969273999005,101208.12789784161
2018-02-14,5,BUY,0.62,65.69999694824219,0.0,1.4088296190572648e-155,2.791906438626386e-154,1541.3969273999005,101269.77342620335
2018-02-15,2,BUY,0.35750000000000004,66.58999633789062,0.0,3.0869274798214427e-156,1.793799886817453e-154,1541.3969273999005,102641.61575079523
2018-02-16,5,BUY,0.62,65.27999877929688,0.0,3.439657514928312e-156,6.816439569906321e-155,1541.3969273999005,100622.38953907746
2018-02-19,5,BUY,0.62,64.8499984741211,0.0,1.3070698556727584e-156,2.5902470365644022e-155,1541.3969273999005,99959.58838989849
2018-02-20,5,BUY,0.62,64.8499984741211,0.0,4.9668654515564824e-157,9.84293873894473e-156,1541.3969273999005,99959.58838989849
2018-02-21,5,BUY,0.62,63.9900016784668,0.0,1.8874088715914634e-157,3.7403167207989975e-156,1541.3969273999005,98633.9919715032
2018-02-22,5,BUY,0.62,63.400001525878906,0.0,7.172153712047562e-158,1.421320353903619e-156,1541.3969273999005,97724.56754913875
2018-02-23,5,BUY,0.62,62.18000030517578,0.0,2.7254184105780736e-158,5.4010173448337527e-157,1541.3969273999005,95844.06141612283
2018-02-26,5,BUY,0.62,63.31999969482422,0.0,1.035658996019668e-158,2.052386591036826e-157,1541.3969273999005,97601.25297256469
2018-02-27,5,BUY,0.62,66.9800033569336,0.0,3.9355041848747387e-159,7.799069045939938e-158,1541.3969273999005,103242.77137161246
2018-02-28,5,BUY,0.62,66.33999633789062,0.0,1.4954915902524002e-159,2.9636462374571767e-158,1541.3969273999005,102256.26651894527
2018-03-01,5,BUY,0.62,65.0,0.0,5.682868042959122e-160,1.1261855702337272e-158,1541.3969273999005,100190.80028099353
2018-03-02,5,BUY,0.62,64.95999908447266,0.0,2.1594898563244664e-160,4.2795051668881637e-159,1541.3969273999005,100129.1429927065
2018-03-05,5,BUY,0.62,64.73999786376953,0.0,8.206061454032974e-161,1.626211963417502e-159,1541.3969273999005,99790.03378709048
2018-03-06,5,BUY,0.62,64.01000213623047,0.0,3.11830335253253e-161,6.179605460986508e-160,1541.3969273999005,98664.8206156467
